5,clean_text,sentiment,compound,pos,neg,neu
"Péssimo o app, não recomendo.",péssimo app recomendo,Negativo,-0.8622,0.0,0.572,0.428
"A blusa veio com defeito, muito decepcionado.",blusa veio defeito decepcionado,Negativo,-0.8466,0.0,0.736,0.264
O perfume chegou no prazo previsto.,perfume chegou prazo previsto,Neutro,-0.0215,0.0,0.017,0.983
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.4453,0.0,0.323,0.677
"Nunca mais compro dessa marca, veio tudo errado.",nunca compro dessa marca veio tudo errado,Negativo,-0.5091,0.0,0.4,0.6
"A entrega horrível, demorou semanas para resolver.",entrega horrível demorou semanas resolver,Negativo,-0.6032,0.0,0.393,0.607
"O produto tem cor azul e branca, conforme o anúncio.",produto cor azul branca conforme anúncio,Neutro,0.0162,0.011,0.0,0.989
"O celular é maravilhoso, adorei demais!",celular maravilhoso adorei demais,Positivo,0.5852,0.563,0.0,0.437
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,0.0032,0.003,0.0,0.997
"Ótimo a qualidade, estou muito feliz com a compra!",ótimo qualidade estou feliz compra,Positivo,0.4366,0.291,0.0,0.709
"A blusa superou minhas expectativas, muito bom!",blusa superou expectativas bom,Positivo,0.5449,0.519,0.0,0.481
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.5997,0.0,0.569,0.431
A bicicleta chegou no prazo previsto.,bicicleta chegou prazo previsto,Neutro,0.0335,0.026,0.0,0.974
"Comprei a bicicleta e chegou rápido, super satisfeito!",comprei bicicleta chegou rápido super satisfeito,Positivo,0.5435,0.454,0.0,0.546
"Comprei a bicicleta ontem, ainda vou testar.",comprei bicicleta ontem ainda vou testar,Neutro,-0.0344,0.0,0.022,0.978
"A blusa é maravilhoso, adorei demais!",blusa maravilhoso adorei demais,Positivo,0.6885,0.434,0.0,0.566
"Simplesmente incrível, o app sensacional!",simplesmente incrível app sensacional,Positivo,0.4705,0.357,0.0,0.643
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0074,0.0,0.005,0.995
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.7225,0.0,0.645,0.355
"Péssimo o preço, não recomendo.",péssimo preço recomendo,Negativo,-0.7976,0.0,0.796,0.204
Alguém sabe informar o prazo de entrega de o notebook?,alguém sabe informar prazo entrega notebook,Neutro,0.0383,0.03,0.0,0.97
Alguém sabe informar o prazo de entrega de o pedido?,alguém sabe informar prazo entrega pedido,Neutro,-0.027,0.0,0.018,0.982
Extremamente decepcionado com o relógio.,extremamente decepcionado relógio,Negativo,-0.5646,0.0,0.457,0.543
"Muito satisfeito com a blusa, vale cada centavo.",satisfeito blusa vale cada centavo,Positivo,0.8248,0.648,0.0,0.352
"Péssimo o app, não recomendo.",péssimo app recomendo,Negativo,-0.8124,0.0,0.627,0.373
"Muito bom o pedido, ficou perfeito, adorei o resultado!",bom pedido ficou perfeito adorei resultado,Positivo,0.6136,0.51,0.0,0.49
A bicicleta chegou no prazo previsto.,bicicleta chegou prazo previsto,Neutro,-0.0345,0.0,0.03,0.97
"A compra veio com defeito, muito decepcionado.",compra veio defeito decepcionado,Negativo,-0.6363,0.0,0.452,0.548
"Excelente o suporte, recomendo a todos!",excelente suporte recomendo todos,Positivo,0.7428,0.736,0.0,0.264
"Recebi o brinquedo, embalagem estava ok.",recebi brinquedo embalagem estava,Neutro,-0.0071,0.0,0.005,0.995
"Não indico essa marca pra ninguém, ninguém respondeu meus e-mails.",indico marca pra ninguém ninguém respondeu emails,Negativo,-0.7704,0.0,0.588,0.412
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.0488,0.033,0.0,0.967
Qual a diferença entre a bolsa e o modelo anterior?,diferença entre bolsa modelo anterior,Neutro,0.0114,0.008,0.0,0.992
"O relógio é horrível, não vale o preço, decepção total.",relógio horrível vale preço decepção total,Negativo,-0.4647,0.0,0.393,0.607
"O app impecável, virei cliente fiel dessa marca.",app impecável virei cliente fiel dessa marca,Positivo,0.6922,0.567,0.0,0.433
"Péssimo o prazo de entrega, não recomendo.",péssimo prazo entrega recomendo,Negativo,-0.8562,0.0,0.791,0.209
"Muito bom o livro, ficou perfeito, adorei o resultado!",bom livro ficou perfeito adorei resultado,Positivo,0.5104,0.415,0.0,0.585
"O eletrodoméstico tem cor azul e branca, conforme o anúncio.",eletrodoméstico cor azul branca conforme anúncio,Neutro,-0.0092,0.0,0.009,0.991
"Recebi a bolsa, embalagem estava ok.",recebi bolsa embalagem estava,Neutro,0.0435,0.032,0.0,0.968
Estou pesquisando opiniões sobre o suporte antes de comprar.,estou pesquisando opiniões sobre suporte antes comprar,Neutro,-0.0241,0.0,0.021,0.979
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,0.0235,0.015,0.0,0.985
Estou pesquisando opiniões sobre a entrega antes de comprar.,estou pesquisando opiniões sobre entrega antes comprar,Neutro,0.0189,0.012,0.0,0.988
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,0.0216,0.013,0.0,0.987
"Comprei o perfume ontem, ainda vou testar.",comprei perfume ontem ainda vou testar,Neutro,0.0102,0.009,0.0,0.991
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.5065,0.0,0.38,0.62
"O perfume é horrível, não vale o preço, decepção total.",perfume horrível vale preço decepção total,Negativo,-0.5559,0.0,0.507,0.493
"Não indico essa marca pra ninguém, o produto quebrou em uma semana.",indico marca pra ninguém produto quebrou semana,Negativo,-0.5888,0.0,0.56,0.44
"O brinquedo superou minhas expectativas, muito bom!",brinquedo superou expectativas bom,Positivo,0.7818,0.639,0.0,0.361
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.8361,0.0,0.515,0.485
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.831,0.585,0.0,0.415
"Adorei a entrega da marca, muito super atencioso!",adorei entrega marca super atencioso,Positivo,0.4185,0.403,0.0,0.597
"Adorei a qualidade da marca, muito muito profissional!",adorei qualidade marca profissional,Positivo,0.4099,0.249,0.0,0.751
Melhor experiência que já tive com o prazo de entrega.,melhor experiência prazo entrega,Positivo,0.7252,0.624,0.0,0.376
"O livro veio com defeito, muito decepcionado.",livro veio defeito decepcionado,Negativo,-0.6109,0.0,0.367,0.633
Fui até a loja física para trocar o notebook.,fui até loja física trocar notebook,Neutro,-0.0102,0.0,0.008,0.992
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.7141,0.0,0.619,0.381
"O eletrodoméstico é maravilhoso, adorei demais!",eletrodoméstico maravilhoso adorei demais,Positivo,0.8707,0.81,0.0,0.19
Fui até a loja física para trocar a bolsa.,fui até loja física trocar bolsa,Neutro,-0.044,0.0,0.04,0.96
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.0304,0.03,0.0,0.97
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.566,0.0,0.46,0.54
Melhor experiência que já tive com o prazo de entrega.,melhor experiência prazo entrega,Positivo,0.6571,0.447,0.0,0.553
"Muito bom o pedido, ficou perfeito, adorei o resultado!",bom pedido ficou perfeito adorei resultado,Positivo,0.8456,0.578,0.0,0.422
"Simplesmente incrível, a qualidade sensacional!",simplesmente incrível qualidade sensacional,Positivo,0.6343,0.574,0.0,0.426
"Adorei a experiência de compra da marca, muito super atencioso!",adorei experiência compra marca super atencioso,Positivo,0.8209,0.669,0.0,0.331
"Adorei o site da marca, muito acima da expectativa!",adorei site marca acima expectativa,Positivo,0.8609,0.518,0.0,0.482
"O fone de ouvido superou minhas expectativas, muito bom!",fone ouvido superou expectativas bom,Positivo,0.5346,0.393,0.0,0.607
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.6703,0.451,0.0,0.549
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.6352,0.0,0.386,0.614
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.035,0.027,0.0,0.973
"Adorei o atendimento da marca, muito de primeira qualidade!",adorei atendimento marca primeira qualidade,Positivo,0.521,0.511,0.0,0.489
"O preço horrível, a caixa chegou toda amassada.",preço horrível caixa chegou toda amassada,Negativo,-0.8504,0.0,0.711,0.289
"Excelente o preço, recomendo a todos!",excelente preço recomendo todos,Positivo,0.7091,0.642,0.0,0.358
"Entrega atrasou muito, a caixa chegou toda amassada.",entrega atrasou caixa chegou toda amassada,Negativo,-0.5655,0.0,0.481,0.519
"Comprei o produto e chegou rápido, super satisfeito!",comprei produto chegou rápido super satisfeito,Positivo,0.7091,0.647,0.0,0.353
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.7798,0.0,0.658,0.342
"Voltarei a comprar com certeza, acima da expectativa!",voltarei comprar certeza acima expectativa,Positivo,0.4106,0.375,0.0,0.625
"Ótimo o prazo de entrega, estou muito feliz com a compra!",ótimo prazo entrega estou feliz compra,Positivo,0.8277,0.813,0.0,0.187
Estou pesquisando opiniões sobre a experiência de compra antes de comprar.,estou pesquisando opiniões sobre experiência compra antes comprar,Neutro,0.0261,0.021,0.0,0.979
"A blusa é maravilhoso, adorei demais!",blusa maravilhoso adorei demais,Positivo,0.66,0.431,0.0,0.569
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.6044,0.0,0.443,0.557
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.6052,0.366,0.0,0.634
"O preço horrível, a caixa chegou toda amassada.",preço horrível caixa chegou toda amassada,Negativo,-0.8873,0.0,0.859,0.141
"O suporte impecável, virei cliente fiel dessa marca.",suporte impecável virei cliente fiel dessa marca,Positivo,0.875,0.749,0.0,0.251
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.4142,0.0,0.406,0.594
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.599,0.0,0.565,0.435
"Voltarei a comprar com certeza, impecável!",voltarei comprar certeza impecável,Positivo,0.5335,0.515,0.0,0.485
Alguém sabe informar o prazo de entrega de o eletrodoméstico?,alguém sabe informar prazo entrega eletrodoméstico,Neutro,0.0305,0.024,0.0,0.976
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.7905,0.0,0.756,0.244
"O pedido veio com defeito, muito decepcionado.",pedido veio defeito decepcionado,Negativo,-0.5229,0.0,0.497,0.503
Qual a diferença entre o produto e o modelo anterior?,diferença entre produto modelo anterior,Neutro,-0.0231,0.0,0.019,0.981
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.836,0.0,0.649,0.351
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.7794,0.0,0.56,0.44
"Simplesmente incrível, a entrega sensacional!",simplesmente incrível entrega sensacional,Positivo,0.8846,0.616,0.0,0.384
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.7327,0.0,0.663,0.337
Qual a diferença entre o perfume e o modelo anterior?,diferença entre perfume modelo anterior,Neutro,-0.0337,0.0,0.031,0.969
"O perfume tem cor azul e branca, conforme o anúncio.",perfume cor azul branca conforme anúncio,Neutro,-0.0486,0.0,0.043,0.957
"O perfume veio com defeito, muito decepcionado.",perfume veio defeito decepcionado,Negativo,-0.8287,0.0,0.517,0.483
"Comprei o eletrodoméstico e chegou rápido, super satisfeito!",comprei eletrodoméstico chegou rápido super satisfeito,Positivo,0.8211,0.559,0.0,0.441
"O relógio veio com defeito, muito decepcionado.",relógio veio defeito decepcionado,Negativo,-0.7728,0.0,0.737,0.263
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.895,0.0,0.763,0.237
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0204,0.0,0.02,0.98
Extremamente decepcionado com a bolsa.,extremamente decepcionado bolsa,Negativo,-0.4296,0.0,0.414,0.586
Melhor experiência que já tive com a embalagem.,melhor experiência embalagem,Positivo,0.7196,0.664,0.0,0.336
"O app horrível, o produto quebrou em uma semana.",app horrível produto quebrou semana,Negativo,-0.4557,0.0,0.441,0.559
"Muito satisfeito com a compra, vale cada centavo.",satisfeito compra vale cada centavo,Positivo,0.529,0.473,0.0,0.527
"Muito bom a blusa, ficou perfeito, adorei o resultado!",bom blusa ficou perfeito adorei resultado,Positivo,0.4444,0.278,0.0,0.722
"Adorei o prazo de entrega da marca, muito muito profissional!",adorei prazo entrega marca profissional,Positivo,0.6243,0.549,0.0,0.451
Qual a diferença entre o celular e o modelo anterior?,diferença entre celular modelo anterior,Neutro,-0.044,0.0,0.04,0.96
"Comprei o celular ontem, ainda vou testar.",comprei celular ontem ainda vou testar,Neutro,0.0099,0.006,0.0,0.994
"O notebook tem cor azul e branca, conforme o anúncio.",notebook cor azul branca conforme anúncio,Neutro,-0.0437,0.0,0.028,0.972
Alguém sabe informar o prazo de entrega de a blusa?,alguém sabe informar prazo entrega blusa,Neutro,0.026,0.023,0.0,0.977
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.5943,0.535,0.0,0.465
"Muito ruim a entrega, experiência péssima.",ruim entrega experiência péssima,Negativo,-0.8869,0.0,0.736,0.264
"Ótimo a entrega, estou muito feliz com a compra!",ótimo entrega estou feliz compra,Positivo,0.8484,0.521,0.0,0.479
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.7804,0.698,0.0,0.302
"Excelente o prazo de entrega, recomendo a todos!",excelente prazo entrega recomendo todos,Positivo,0.523,0.316,0.0,0.684
O notebook chegou no prazo previsto.,notebook chegou prazo previsto,Neutro,-0.0223,0.0,0.018,0.982
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.7767,0.0,0.656,0.344
"Comprei o pedido ontem, ainda vou testar.",comprei pedido ontem ainda vou testar,Neutro,-0.0026,0.0,0.002,0.998
Melhor experiência que já tive com o app.,melhor experiência app,Positivo,0.845,0.619,0.0,0.381
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.7804,0.0,0.584,0.416
"O notebook tem cor azul e branca, conforme o anúncio.",notebook cor azul branca conforme anúncio,Neutro,0.0254,0.017,0.0,0.983
"Voltarei a comprar com certeza, acima da expectativa!",voltarei comprar certeza acima expectativa,Positivo,0.6877,0.496,0.0,0.504
"Ótimo o site, estou muito feliz com a compra!",ótimo site estou feliz compra,Positivo,0.4428,0.299,0.0,0.701
"Comprei a compra ontem, ainda vou testar.",comprei compra ontem ainda vou testar,Neutro,-0.0325,0.0,0.025,0.975
"O livro é horrível, não vale o preço, decepção total.",livro horrível vale preço decepção total,Negativo,-0.4975,0.0,0.486,0.514
"Comprei o tênis ontem, ainda vou testar.",comprei tênis ontem ainda vou testar,Neutro,-0.0337,0.0,0.023,0.977
"O suporte horrível, veio tudo errado.",suporte horrível veio tudo errado,Negativo,-0.5243,0.0,0.473,0.527
O produto chegou no prazo previsto.,produto chegou prazo previsto,Neutro,-0.0468,0.0,0.044,0.956
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.4621,0.0,0.401,0.599
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.0163,0.0,0.01,0.99
"Muito bom a bicicleta, ficou perfeito, adorei o resultado!",bom bicicleta ficou perfeito adorei resultado,Positivo,0.4758,0.383,0.0,0.617
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.6748,0.0,0.641,0.359
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.421,0.0,0.275,0.725
"Equipe rápido e eficiente, super recomendo essa marca!",equipe rápido eficiente super recomendo marca,Positivo,0.4172,0.303,0.0,0.697
"Que compra ruim, o notebook veio quebrado.",compra ruim notebook veio quebrado,Negativo,-0.4721,0.0,0.38,0.62
"Equipe super atencioso, super recomendo essa marca!",equipe super atencioso super recomendo marca,Positivo,0.7032,0.513,0.0,0.487
